index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
6473,C1415736,HSD11B1,en_6473,None,None,HSD11B1 (hydroxysteroid 11-beta dehydrogenase 1) gene variant measurement (Usagi match score=1),1
6474,C1416929,LTBP3,en_6474,None,None,LTBP3 (latent transforming growth factor beta binding protein 3) gene variant measurement (Usagi match score=1),1
6475,C1419853,SCN10A,en_6475,None,None,SCN10A (sodium voltage-gated channel alpha subunit 10) gene variant measurement (Usagi match score=1),1
6476,C1420213,SLC6A3,en_6476,None,None,SLC6A3 (solute carrier family 6 member 3) gene variant measurement (Usagi match score=1),1
6477,C1420091,SLC12A2,en_6477,None,None,SLC12A2 (solute carrier family 12 member 2) gene variant measurement (Usagi match score=1),1
6478,C1367457,TYRO3,en_6478,None,None,TYRO3 (TYRO3 protein tyrosine kinase) gene variant measurement (Usagi match score=1),1
6479,C1416380,IKBKG,en_6479,None,None,IKBKG (inhibitor of nuclear factor kappa B kinase regulatory subunit gamma) gene variant measurement (Usagi match score=1),1
6480,C1425132,IBTK,en_6480,None,None,IBTK (inhibitor of Bruton tyrosine kinase) gene variant measurement (Usagi match score=1),1
6481,C1423701,BPIFA1,en_6481,None,None,BPIFA1 (BPI fold containing family A member 1) gene variant measurement (Usagi match score=1),1
6482,C1822723,SIAE,en_6482,None,None,SIAE (sialic acid acetylesterase) gene variant measurement (Usagi match score=1),1
6483,C1425425,CMAS,en_6483,None,None,CMAS (cytidine monophosphate N-acetylneuraminic acid synthetase) gene variant measurement (Usagi match score=1),1
6484,C1539429,PIEZO2,en_6484,None,None,PIEZO2 (piezo type mechanosensitive ion channel component 2) gene variant measurement (Usagi match score=1),1
6485,C3472710,NDNF,en_6485,None,None,NDNF (neuron derived neurotrophic factor) gene variant measurement (Usagi match score=1),1
6486,C1423515,PRSS27,en_6486,None,None,PRSS27 (serine protease 27) gene variant measurement (Usagi match score=1),1
6487,C1412104; C1428109,"ACACA,BMS1",en_6487,None,None,BMS1 (BMS1 ribosome biogenesis factor) gene variant measurement (Usagi match score=0.641243339),0.641243339
6488,C4077403,TMEM173,en_6488,isa Membrane Proteins,None,STING1 (stimulator of interferon response cGAMP interactor 1) gene variant measurement (Usagi match score=1),1
6489,C1417608,NCF1,en_6489,None,None,NCF1 (neutrophil cytosolic factor 1) gene variant measurement (Usagi match score=1),1
6490,C1332791; C1416786,"CSF2,LAMC2",en_6490,None,None,CSF2 (colony stimulating factor 2) gene variant measurement (Usagi match score=0.476107746),0.476107746
6491,C1415053; C2681547; C2676726; C1415054; C2681546,"GGT1,GGTLC5P,GGTLC3,GGT2,GGTLC4P",en_6491,None,None,GGTLC3 (gamma-glutamyltransferase light chain family member 3) gene variant measurement (Usagi match score=0.377712369),0.377712369
6492,C1332036; C4320607,AGTR2|PGR-AS1,en_6492,None,None,AGTR2 (angiotensin II receptor type 2) gene variant measurement (Usagi match score=0.474199325),0.474199325
6493,C0000737,Abdominal Pain,en_6493,None,None,Abdominal pain (Usagi match score=1),1
6494,C0001418,Adenocarcinoma,en_6494,None,None,Adenocarcinoma (Usagi match score=1),1
6495,C0001869,Air Pollutants,en_6495,None,None,Air pollution (Usagi match score=0.82839632),0.82839632
6496,C0002245,ALPHA-AMYLASE,en_6496,None,None,alpha-amylase (Usagi match score=1),1
6497,C0002874,Aplastic Anemia,en_6497,None,None,Aplastic anemia (Usagi match score=1),1
6498,C0002893,Refractory anemias,en_6498,None,None,Refractory anemia (Usagi match score=0.943880022),0.943880022
6499,C0003486,Aortic Aneurysm,en_6499,None,None,Aortic aneurysm (Usagi match score=1),1
6500,C0003595,Apolipoprotein E,en_6500,None,None,Apolipoprotein E (Usagi match score=1),1
6501,C0003862,Arthralgia,en_6501,None,None,Joint pain (Usagi match score=1),1
6502,C0003907,Arthus Reaction,en_6502,None,None,Arthus reaction (Usagi match score=1),1
6503,C0005148,beta-1 Interferon,en_6503,None,None,interferon beta-1a (Usagi match score=0.739859462),0.739859462
6504,C0005901,Body Size,en_6504,None,None,Body site (Usagi match score=0.734357595),0.734357595
6505,C0006030,Boron,en_6505,None,None,Boron (Usagi match score=1),1
6506,C0006267,Bronchiectasis,en_6506,None,None,Bronchiectasis (Usagi match score=1),1
6507,C0006303,Brucella,en_6507,None,None,Brucella (Usagi match score=1),1
6508,C0006611,CA-15-3 Antigen,en_6508,None,None,Cancer antigen 15-3 measurement (Usagi match score=0.539776564),0.539776564
6509,C0006849,Oral candidiasis,en_6509,None,None,Candidiasis of mouth (Usagi match score=1),1
6510,C0008495,Infection of amniotic sac and membranes,en_6510,None,None,Lesion of amniotic membrane (Usagi match score=0.752429545),0.752429545
6511,C0014136,Endocrine system,en_6511,None,None,Structure of endocrine system (Usagi match score=1),1
6512,C0015411,Eye Manifestations,en_6512,None,None,Manifestation of (Usagi match score=0.735341072),0.735341072
6513,C0015506|1351,Factor VIII|COX8A,en_6513,None,None,COX8A (cytochrome c oxidase subunit 8A) gene variant measurement (Usagi match score=0.635336101),0.635336101
6514,C0015513,Factor VIII-Related Antigen,en_6514,None,None,Factor VIII R: WF assay (Usagi match score=0.695805728),0.695805728
6515,C0015733,Feces,en_6515,None,None,Feces (Usagi match score=1),1
6516,C0016045,fibroma,en_6516,None,None,Fibroma (Usagi match score=1),1
6517,C0016542,Foreign Bodies,en_6517,None,None,Foreign body (Usagi match score=0.830320477),0.830320477
6518,C0017411,"Genital Diseases, Female",en_6518,None,None,Disorder of female genital organs (Usagi match score=0.606173277),0.606173277
6519,C0017429,"Genome, Human",en_6519,None,None,Human genome (Usagi match score=0.61114496),0.61114496
6520,C0017431,Genotype,en_6520,None,None,Genotype (Usagi match score=1),1
6521,C0017724,Glucosaminidases,en_6521,None,None,glucosamine (Usagi match score=0.722242653),0.722242653
6522,C0018483,Haemophilus influenzae,en_6522,None,None,Haemophilus influenzae (Usagi match score=1),1
6523,C0019047,Abnormal Hemoglobins,en_6523,None,None,Abnormal hemoglobin (Usagi match score=0.977301955),0.977301955
6524,C0019079,Hemoptysis,en_6524,None,None,Hemoptysis (Usagi match score=1),1
6525,C0019164,Hepatitis B Antibodies,en_6525,None,None,Antibody to hepatitis B virus (Usagi match score=0.873405933),0.873405933
6526,C0019559,Hip pain,en_6526,None,None,Hip pain (Usagi match score=1),1
6527,C0019737,HLA-B Antigens,en_6527,None,None,HLA-B antigen (Usagi match score=0.981287301),0.981287301
6528,C0020175,Hunger,en_6528,None,None,Hungry (Usagi match score=1),1
6529,C0020437,Hypercalcemia,en_6529,None,None,Hypercalcemia (Usagi match score=1),1
6530,C0021059,Immunologic Surveillance,en_6530,None,None,Immunologic surveillance (Usagi match score=1),1
6531,C0022457,K-ras Oncogene,en_6531,None,None,Oncogene protein K-RAS (Usagi match score=0.710745752),0.710745752
6532,C0023787,Lipodystrophy,en_6532,None,None,Lipodystrophy (Usagi match score=1),1
6533,C0024467,Magnesium,en_6533,None,None,Magnesium (Usagi match score=1),1
6534,C0025691,Methoxyhydroxyphenylglycol,en_6534,None,None,Vanylglycol (Usagi match score=1),1
6535,C0026140,"Milk, Human",en_6535,None,None,"Milk, powder RAST (Usagi match score=0.648851216)",0.648851216
6536,C0026827,Muscle hypotonia,en_6536,None,None,Poor muscle tone (Usagi match score=1),1
6537,C0027481,Atrial Natriuretic Factor,en_6537,None,None,Atrial natriuretic factor (ANF) measurement (Usagi match score=0.874631584),0.874631584
6538,C0027763,Nervous system structure,en_6538,None,None,Structure of nervous system (Usagi match score=1),1
6539,C0030016,Oxidoreductase,en_6539,None,None,Oxidoreductase (Usagi match score=1),1
6540,C0030055,Oxygen Consumption,en_6540,None,None,Body oxygen consumption (Usagi match score=0.888192058),0.888192058
6541,C0030298,Pancreatic Polypeptide,en_6541,None,None,Pancreatic polypeptidoma (Usagi match score=0.93292135),0.93292135
6542,C0030421,Paraganglioma,en_6542,None,None,Paraganglioma (Usagi match score=1),1
6543,C0031350,Pharyngitis,en_6543,None,None,Pharyngitis (Usagi match score=1),1
6544,C0031437,Phenotype,en_6544,None,None,Phenotype (Usagi match score=1),1
6545,C0031511,Pheochromocytoma,en_6545,None,None,Pheochromocytoma (Usagi match score=1),1
6546,C0031678,Phosphoric Monoester Hydrolases,en_6546,None,None,Phosphoric monoester hydrolase (Usagi match score=0.977768421),0.977768421
6547,C0032207,Platinum,en_6547,None,None,platinum (Usagi match score=1),1
6548,C0032580,Adenomatous Polyposis Coli,en_6548,None,None,Adenomatous polyposis coli (Usagi match score=1),1
6549,C0032615,Polyunsaturated Fatty Acids,en_6549,None,None,Polyunsaturated fatty acid (Usagi match score=0.958335817),0.958335817
6550,C0033195,Pro-Opiomelanocortin,en_6550,isa(infered) Hormone precursor,None,Proopiomelanocortin deficiency syndrome (Usagi match score=0.450393945),0.450393945
6551,C0033578,Prostatic Neoplasms,en_6551,None,None,Secondary malignant neoplastic disease (Usagi match score=0.717296779),0.717296779
6552,C0034818,Insulin Receptor,en_6552,None,None,Insulin receptor (Usagi match score=1),1
6553,C0036774,"Serum Albumin, Bovine",en_6553,None,None,"serum albumin, bovine (Usagi match score=1)",1
6554,C0036866,Sex Characteristics,en_6554,None,None,Hair characteristics (Usagi match score=0.674764633),0.674764633
6555,C0036883,Sex Hormone-Binding Globulin,en_6555,None,None,SHBG (sex hormone binding globulin) gene variant measurement (Usagi match score=1),1
6556,C0037125,Silver,en_6556,None,None,Silver (Usagi match score=1),1
6557,C0038615,Succinate Dehydrogenase,en_6557,None,None,Deficiency of succinate dehydrogenase (Usagi match score=0.780607283),0.780607283
6558,C0040160,Thyrotropin,en_6558,None,None,thyrotropin (Usagi match score=1),1
6559,C0041242,Trypsin Inhibitors,en_6559,None,None,Inter alpha-trypsin inhibitor measurement (Usagi match score=0.672207594),0.672207594
6560,C0042109,Urticaria,en_6560,None,None,Urticaria (Usagi match score=1),1
6561,C0048808,doxifluridine,en_6561,isa Pharmacologic Substance,None,doxifluridine (Usagi match score=1),1
6562,C0051318,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid,en_6562,None,None,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist (Usagi match score=0.928976119),0.928976119
6563,C0052851,activin B,en_6563,None,None,Activity (Usagi match score=0.616319656),0.616319656
6564,C0054878,cationic antimicrobial protein CAP 37,en_6564,None,None,Antimicrobial sock (Usagi match score=0.516835332),0.516835332
6565,C0057256,Defensins,en_6565,None,None,Defensin beta (Usagi match score=0.782573819),0.782573819
6566,C0060095,Fatty Acid-Binding Proteins,en_6566,None,None,FABP3 (fatty acid binding protein 3) gene variant measurement (Usagi match score=0.695495725),0.695495725
6567,C0060663,formycin diphosphate,en_6567,None,None,Inosine diphosphate (Usagi match score=0.580606282),0.580606282
6568,C0065828,Measles-Mumps-Rubella Vaccine,en_6568,None,None,MMR vaccination status (Usagi match score=0.894501328),0.894501328
6569,C0069590,ORALIT,en_6569,None,None,Malito (Usagi match score=0.62440449),0.62440449
6570,C0072068,proenkephalin,en_6570,None,None,Lymphocyte antigen CD10 (Usagi match score=0.815311491),0.815311491
6571,C0077401,Troponin I,en_6571,None,None,Troponin I (Usagi match score=1),1
6572,C0079487,Helicobacter Infections,en_6572,None,None,Helicobacter infection (Usagi match score=0.968065441),0.968065441
6573,C0080356,Valproate,en_6573,None,None,valproate (Usagi match score=1),1
6574,C0083867,bone morphogenetic protein 7,en_6574,None,None,Bone morphogenic protein (Usagi match score=0.844554901),0.844554901
6575,C0085240,Lupus Coagulation Inhibitor,en_6575,None,None,Lupus anticoagulant disorder (Usagi match score=0.776987791),0.776987791
6576,C0085295|3586,Interleukin-10|IL10,en_6576,None,None,interleukin-10 (Usagi match score=0.594516098),0.594516098
6577,C0085495,Enterococcus faecium,en_6577,None,None,Enterococcus faecium (Usagi match score=1),1
6578,C0085593,Chills,en_6578,None,None,Chills (Usagi match score=1),1
6579,C0087044,Synapsin I,en_6579,None,None,Synapse structure (Usagi match score=0.704613328),0.704613328
6580,C0103647,Antineutrophil Cytoplasmic Antibodies,en_6580,None,None,Anti neutrophilic cytoplasm antibody (Usagi match score=0.916792452),0.916792452
6581,C0110613,Connexin 43,en_6581,None,None,Annexin (Usagi match score=0.633548141),0.633548141
6582,C0118036,Fragile X Mental Retardation Protein,en_6582,None,None,FMR1 (FMRP translational regulator 1) gene variant measurement (Usagi match score=0.899844289),0.899844289
6583,C0141947,Selenoprotein P,en_6583,None,None,SELENON (selenoprotein N) gene variant measurement (Usagi match score=0.639673531),0.639673531
6584,C0151603,[D]Anasarca,en_6584,None,None,Allodynia (Usagi match score=0.582796872),0.582796872
6585,C0153690,Secondary malignant neoplasm of bone,en_6585,None,None,Secondary malignant neoplasm of bone (Usagi match score=1),1
6586,C0162309,Adrenoleukodystrophy,en_6586,None,None,Adrenoleukodystrophy (Usagi match score=1),1
6587,C0162534,Prion Diseases,en_6587,None,None,Prion disease (Usagi match score=0.925720453),0.925720453
6588,C0162699,Tick-Borne Infections,en_6588,None,None,tick-borne encephalitis vaccine (Usagi match score=0.714738727),0.714738727
6589,C0163260,diacylglycerol O-acyltransferase,en_6589,None,None,MOGAT1 (monoacylglycerol O-acyltransferase 1) gene variant measurement (Usagi match score=0.880600154),0.880600154
6590,C0163275,Fibrin split products,en_6590,None,None,"Fibrin split products, precipitation (Usagi match score=0.768950999)",0.768950999
6591,C0164311,ectoine,en_6591,None,None,ectoine (Usagi match score=1),1
6592,C0165073,Synucleins,en_6592,None,None,Synucleinopathy (Usagi match score=0.811396599),0.811396599
6593,C0166059|4316,Matrilysin|MMP7,en_6593,None,None,MMP7 (matrix metallopeptidase 7) gene variant measurement (Usagi match score=0.576201439),0.576201439
6594,C0175898,Refined carbohydrate,en_6594,None,None,Refined carbohydrate (Usagi match score=1),1
6595,C0178638,Folate,en_6595,None,None,folate (Usagi match score=1),1
6596,C0216115,secretoneurin,en_6596,isa Neuropeptides,None,Neurosecretion (Usagi match score=0.708790898),0.708790898
6597,C0220647,Carcinoma of unknown primary,en_6597,None,None,Teratocarcinoma of unknown primary site (Usagi match score=0.902653873),0.902653873
6598,C0220853,Hydroxide Ion,en_6598,None,None,hydroxide ion (Usagi match score=1),1
6599,C0221014,Secondary amyloidosis,en_6599,None,None,Secondary systemic amyloidosis (Usagi match score=0.859609067),0.859609067
6600,C0221247,Avascular necrosis,en_6600,None,None,Avascular necrosis (Usagi match score=1),1
6601,C0221542,DUMPING,en_6601,None,None,Postgastric surgery syndrome (Usagi match score=0.690674365),0.690674365
6602,C0231217,Multiple symptoms,en_6602,isa General body state finding,None,Multiple symptoms (Usagi match score=1),1
6603,C0231445,Flail,en_6603,None,None,Flailing (Usagi match score=0.879140675),0.879140675
6604,C0231835,[D]Tachypnea,en_6604,None,None,Tachypnea (Usagi match score=0.503674746),0.503674746
6605,C0232292,Chest tightness,en_6605,None,None,Tight chest (Usagi match score=1),1
6606,C0233205,Halo sign,en_6606,None,None,Halo sign (Usagi match score=1),1
6607,C0233756,Multiple somatic complaints,en_6607,Multiple somatic complaints isa Multiple symptoms isa General body state finding,None,Multiple somatic complaints (Usagi match score=1),1
6608,C0234131,Motor dysfunction,en_6608,None,None,Motor dysfunction (Usagi match score=1),1
6609,C0234246,Rebound tenderness,en_6609,None,None,Rebound Tenderness (Usagi match score=1),1
6610,C0234250,Referred pain,en_6610,None,None,Referred pain (Usagi match score=1),1
6611,C0237849,Scaling,en_6611,None,None,Desquamation (Usagi match score=1),1
6612,C0239886,Frontal headache,en_6612,None,None,Frontal headache (Usagi match score=1),1
6613,C0242079,"RHEUMATISM, INFLAMMATORY",en_6613,None,None,Rheumatic inflammation (Usagi match score=0.712139308),0.712139308
